UserID,FavoriteGenres,WatchedMovies,EvaluationMoviesTheyWillLike,AvgDescriptionReadTimeSeconds,ProfileType
U052,"Comedy, Romance","The F**k-It List | Cloudburst | Sam Kinison: Breaking the Rules | Pacific Rim: The Black | Cities of Last Things | You Are My Home | ariana grande: excuse me, i love you | School of Chocolate | The Edge of All We Know | Our Planet: Behind the Scenes | U.S. Marshals | A Tale of Two Kitchens | The Dark Crystal: Age of Resistance | Malibu Rescue: The Series | Trial by Media | The Wonderful: Stories from the Space Station | Countdown: Inspiration4 Mission to Space | The Epic Tales of Captain Underpants | Sofia the First",Escape from Planet Earth | Care Bears and Cousins | Donnie Brasco | Mowgli: Legend of the Jungle,42,Comedy/Romance
U053,Drama,Tigertail | Moesha | 42 | Insidious: Chapter 2 | Opening Night | Hap and Leonard | John Mulaney: Kid Gorgeous at Radio City | The Trials of Gabriel Fernandez | Blippi Wonders | Strange Weather | Castlevania | Rush | Jerry Seinfeld: 23 Hours to Kill | Song Exploder | Luna Petunia Return to Amazia | Advantageous | Llama Llama | Red Notice | Operation Mincemeat,Blade: Trinity | Lavell Crawford: Can a Brother Get Some Love? | The Business of Drugs | Frank & Cindy,19,Horror/Thriller
U054,Drama,"Monty Python: Live at Aspen | Legacy of Lies | Chef's Table: BBQ | The Quick and the Dead | Pinky Malinky | Senora Acero | Chicago Med | Jim Gaffigan: Beyond the Pale | Bikram: Yogi, Guru, Predator | I, Frankenstein | Oxygen | Deon Cole: Cole Hearted | Big Time Rush | Gunpowder Milkshake | Friday Night Lights | Kevin Hart: Irresponsible | Stay Here | The Sons of Sam: A Descent Into Darkness | Double Team",The Stand at Paxton County | Keith Richards: Under the Influence | Animal Crackers | The Block Island Sound,40,Animation/Family
U055,"Action, Crime, Thriller",I Called Him Morgan | jeen-yuhs | The Pharmacist | Untold: Breaking Point | Snervous Tyler Oakley | 13 Reasons Why: Beyond the Reasons | True: Magical Friends | Lady Boss: The Jackie Collins Story | Jarhead: Law of Return | Saving Private Ryan | Supernatural | Good Luck Chuck | Home: Adventures with Tip & Oh | Amanda Knox | Pretend It's a City | Super Monsters: Dia de los Monsters | A-X-L | Voyeur | Bill Nye Saves the World,Tyler Perry's A Madea Homecoming | Narcos | Convergence: Courage in a Crisis | Bobbleheads: The Movie,16,Action/Crime
U056,"Sci-Fi, Thriller","Take Me | Senzo: Murder of a Soccer Star | The Starling | Marc Maron: Thinky Pain | Barbie: Life in the Dreamhouse | Jo Koy: Comin’ In Hot | Delta Farce | The Resurrection of Gavin Stone | A Very Country Christmas | Spivak | Tom Segura: Mostly Stories | Out of Many, One | Battleship | Love, Death & Robots | Half & Half | Paddington | True: Terrific Tales | The Saint | Blade Runner 2049",Joe Rogan: Triggered | In the Dark | From Dusk Till Dawn: The Series | Reversing Roe,53,Sci-Fi/Thriller
U057,Drama,The Irishman | Septembers of Shiraz | Open Season: Scared Silly | Rabbids Invasion | Lovesong | Comedian | Home Team | Nikki Glaser: Bangin' | Triple Threat | Terminator Salvation | Lady Driver | Crazy Ex-Girlfriend | Beasts of No Nation | A River Runs Through It | All Hail King Julien | The Replacements | Wish Upon a Unicorn | Under Suspicion | Cloudy with a Chance of Meatballs,Screwball | A Cinderella Story | Katt Williams: Kattpacalypse | The Contractor,12,Fantasy/Adventure
U058,Drama,"We the People | Britney vs. Spears | Bill Hicks: Sane Man | Who Killed Malcolm X? | The Guardians of Justice | Spirit: Riding Free | Narcos: Mexico | Kulipari: An Army of Frogs | Jada | The Devil Below | Thanks for Sharing | BUNK'D | All I Wish | The Witcher Bestiary Season 1, Part 2 | Unbreakable Kimmy Schmidt | All About the Washingtons | Cosmic Sin | Batman: The Killing Joke | Justin Timberlake + The Tennessee Kids",If Anything Happens I Love You | Knock Down the House | The Wind | The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,48,Mystery/Crime
U059,Drama,Mike Birbiglia: What I Should Have Said Was Nothing | Locke & Key | First They Killed My Father | Something's Gotta Give | Jim Jefferies: Bare | Sebastian Maniscalco: Stay Hungry | Bill Burr: I'm Sorry You Feel That Way | The Magic School Bus Rides Again | The Big Wedding | American Factory | The Unforgivable | Project X | Silent | John Mulaney: New in Town | Doom: Annihilation | Milkwater | A Go! Go! Cory Carson Summer Camp | Heroin(e) | Basketball or Nothing,Home Game | Asperger's Are Us | EastSiders | 6 Bullets,26,Drama/Meaningful
U060,Drama,"Blade II | Bird Box | Till Death | You vs. Wild | Hello, My Name Is Doris | Sherlock Holmes: A Game of Shadows | A Triumph of the Heart: The Ricky Bell Story | Mr. Iglesias | Todd Barry: Spicy Honey | The Keepers | I Am Michael | Sir! No Sir! | The Cat in the Hat | Mudbound | Feminists: What Were They Thinking? | Jem and the Holograms | Human Resources | Warrior Nun | Chocolate City: Vegas Strip",Dream Home Makeover | If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd | Velvet Colección: Grand Finale | London Hughes: To Catch A D*ck,45,Fantasy/Adventure
U061,Drama,Spookley and the Christmas Kittens | Cat People | Reggie Watts: Spatial | Cops and Robbers | Incarnate | Hillbilly Elegy | Go Dog Go | A Fall from Grace | Last Chance U: Basketball | ARQ | The Playbook | The Boys in the Band | Mr. Right | Taylor Swift: Reputation Stadium Tour | Jen Kirkman: Just Keep Livin'? | Big Mouth | Jenny Slate: Stage Fright | Todd Glass Talks About Stuff | Ali Wong: Don Wong,E-Team | Seven Seconds | Christmas in the Heartland | True Tunes,51,Mystery/Crime
U062,"Action, Sci-Fi",Mike Epps: Don't Take It Personal | Dear White People | Away | Pretty Smart | Milada | Legends of the Hidden Temple | Hot Girls Wanted: Turned On | Bill Hicks: Reflections | A Lion in the House | Dynasty | Power Rangers Ninja Steel | Wheel of Fortune | Little Boxes | Iliza Shlesinger: Freezing Hot | Disclosure | Hollow Man | Interview with a Serial Killer | Thir13en Ghosts | Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,Wish Dragon | Stowaway | Siberia | Loo Loo Kids Johny & Friends Musical Adventure,39,Action/Sci-Fi
U063,"Drama, Romance, Mystery",Doing Hard Time | Joe Mande's Award-Winning Comedy Special | Cooking With Paris | Juanita | Russell Peters: Almost Famous | WHAT DID JACK DO? | The Cuphead Show! | Barbie: It Takes Two | Rogue Warfare: The Hunt | Malibu Rescue: The Next Wave | Transformers: BotBots | Dinotrux | Jani Dueñas: Grandes fracasos de ayer y hoy | The Operative | Fast Color | Crime Scene: The Times Square Killer | We Are the Champions | 6 Balloons | Metal Lords,And Then Came Lola | The Spiderwick Chronicles | My Next Guest Needs No Introduction With David Letterman | Community,42,Drama/Romance
U064,Drama,David Cross: Making America Great Again | Pup Star: World Tour | Ma Rainey's Black Bottom | IO | Grace and Frankie | GLOW | Framing John DeLorean | Kevin James: Sweat the Small Stuff | Piercing | Alpha and Omega | Gaga: Five Foot Two | John Mulaney: The Comeback Kid | Maria Bamford: The Special Special Special! | The Boss Baby: Back in Business | Fatima | L.A.'s Finest | Barbie: Dreamhouse Adventures | We the Animals | Life Overtakes Me,Eddie Murphy Raw | The Characters of the Continent | The Boy Who Cried Werewolf | Shirkers,54,Fantasy/Adventure
U065,Drama,"Murder Among the Mormons | Metal Shop Masters | A Trash Truck Christmas | Mike Birbiglia: My Girlfriend's Boyfriend | Taylor Tomlinson: Quarter-Life Crisis | Pink Zone | Archibald's Next Big Thing | In a Valley of Violence | Lowriders | Life After Death with Tyler Henry | DC's Legends of Tomorrow | Marlon Wayans: Woke-ish | Patriot Act with Hasan Minhaj | Murder Mystery | The Haunting of Hill House | Longmire | Turning Point: 9/11 and the War on Terror | Roxanne, Roxanne | 6 Underground",I Know What You Did Last Summer | The Circle | Stuart Little 2 | Dirty Money,21,Animation/Family
U066,Drama,"6 Years | Reprisal | Cowboy Bebop | Undefeated | Malcolm & Marie | The Titan | Ken Jeong: You Complete Me, Ho | Raising Dion | Full Out 2: You Got This! | The Seventh Day | The Ottoman Lieutenant | Okja | Katt Williams: The Pimp Chronicles Pt. 1 | One of Us | Simon Amstell: Set Free | Getting Curious with Jonathan Van Ness | Desperados | Chappie | Small Town Crime",A Haunted House 2 | Hope Frozen | The Debt Collector | History of Swear Words,51,Mystery/Crime
U067,"Action, Crime, Thriller",The Patriot | Moxie | Fear Street: Part One - 1994 | The Upshaws | Lost in Space | The Adventures of Puss in Boots | Ryan Hamilton: Happy Face | Let Me In | Hot Date | Cannon Busters | Floor is Lava | Friday the 13th | Midnight in Paris | Lady Dynamite | The Crew | Bling Empire - The Afterparty | How to Become a Tyrant | Sleight | The Ridiculous 6,The Eddy | Frat Star | Trial 4 | Rust Creek,12,Action/Crime
U068,"Comedy, Romance",The Rite | Strange Voices | Found | The Big Show Show | Super Monsters: Santa's Super Monster Helpers | Dolly Parton's Christmas on the Square | First Match | Crip Camp: A Disability Revolution | Cooked | Exhibit A | Casting JonBenet | The Minimalists: Less Is Now | Hoops | A Perfect Ending | Queen of the South | Chloe | Dreamworks How to Train Your Dragon Legends | Puppy Star Christmas | The Lovebirds,Phantom Thread | The Package | Bethany Hamilton: Unstoppable | Neymar: The Perfect Chaos,44,Comedy/Romance
U069,Drama,72 Dangerous Animals: Latin America | Death to 2021 | The Wedding Coach | In Darkness | Theo Von: Regular People | Alaska Is a Drag | Bad Vegan: Fame. Fraud. Fugitives. | The Babysitter | Louis C.K.: Hilarious | LEGO Marvel Super Heroes: Maximum Overload | Can You Keep a Secret? | Buster's Mal Heart | Dude | The 2nd | Quantum of Solace | Hype House | I Think You Should Leave with Tim Robinson | The Zookeeper's Wife | Sex: Unzipped,The Netflix Afterparty: The Best Shows of The Worst Year | Lego Jurassic World: The Secret Exhibit | Aziz Ansari: Buried Alive | Last Chance U,43,Horror/Thriller
U070,"Comedy, Romance",A Love Song for Latasha | Charlie and the Chocolate Factory | Shawn Mendes: In Wonder | Taxi Ballad | Dark Shadows | Roman Empire | Hush | Team Zenko Go | Scary Stories to Tell in the Dark | Starsky & Hutch | Dostana | Peter Rabbit 2: The Runaway | DeMarcus Family Rules | Burning Cane | Falsa identidad | The Battered Bastards of Baseball | Love Daily | Seeing Allred | Better Call Saul,Transformers: Rescue Bots | Mama Drama | My Suicide | Mission Blue,16,Comedy/Romance
U071,Drama,"The Ranch | Seven Years in Tibet | Big Fish | Girlfriends' Guide to Divorce | Heaven Official's Blessing | Russian Doll | Don't F**k with Cats: Hunting an Internet Killer | Hall Pass | LA Originals | What Would Sophia Loren Do? | End Game | Crazy, Stupid, Love. | The Vampire Diaries | Into the Wild | The Blue Lagoon | The Incredible Jessica James | New Girl | Christine | Mustang Island",The Cave | Secret Magic Control Agency | Joan Didion: The Center Will Not Hold | Unsolved: The Murders of Tupac and The Notorious B.I.G.,32,Horror/Thriller
U072,"Drama, Romance, Mystery",Reign | Fire Chasers | Breaking Bad | Irreplaceable You | Return to Space | Chasing Coral | Lenox Hill | Mr. Peabody & Sherman | Making a Murderer | The Boys in the Band: Something Personal | Henry Danger | Final Destination 3 | Marc Maron: Too Real | The Degenerates | Hold the Dark | The Show Must Go On: The Queen + Adam Lambert Story | The Most Assassinated Woman in the World | Kodachrome | Tiffany Haddish: Black Mitzvah,In the Line of Fire | Redemption | The Laundromat | Iliza Shlesinger: Elder Millennial,33,Drama/Romance
U073,"Sci-Fi, Thriller",The Parkers | Win It All | A Christmas Prince | Mindhunter | The Book of Eli | Anchor Baby | 30 Rock | Rogue Warfare: Death of a Nation | Picture a Scientist | The B-Side: Elsa Dorfman's Portrait Photography | Nate Bargatze: The Greatest Average American | Sing On! | Rumor Has It... | Neo Yokio | Dreamer: Inspired By a True Story | Hope Ranch | Blow | Shot Caller | Twelve Forever,Untold: Malice at the Palace | The Exorcist | White Hot: The Rise & Fall of Abercrombie & Fitch | A Little Help with Carol Burnett,15,Sci-Fi/Thriller
U074,Drama,"Deadly Illusions | The Net | Stars in the Sky: A Hunting Story | Bright | Murderville | Yes, God, Yes | The Meaning of Monty Python | Beyond Stranger Things | The Order | Security | Girlfriends | Donald Glover: Weirdo | Countdown | The Edge of Seventeen | Sankofa | Tall Girl 2 | Wet Hot American Summer: First Day of Camp | Voices of Fire | The Chef Show","Eli | The Lost Pirate Kingdom | Our Brand Is Crisis | Crack: Cocaine, Corruption & Conspiracy",26,Mystery/Crime
U075,Drama,Grass Is Greener | The Spooky Tale of Captain Underpants Hack-a-Ween | The Green Inferno | Fun Mom Dinner | Ronnie Coleman: The King | Wynonna Earp | Aftermath | Blood and Bone | Along for the Ride | Self Made: Inspired by the Life of Madam C.J. Walker | Ouija: Origin of Evil | Seventh Son | Buddi | Midnight Sun | Fuller House | Jim Jefferies: Freedumb | She's Gotta Have It | Back to the Outback | Battle Kitty,This Is the Night | ReMastered: Tricky Dick & The Man in Black | The Giver | Masters of the Universe: Revelation,53,Mystery/Crime
U076,Drama,Inventing Anna | Hot Girls Wanted | Gerald's Game | Uncorked | The November Man | The Kindergarten Teacher | Jeff Dunham: Minding the Monsters | The Last Kids on Earth | Cobra Kai - The Afterparty | Don't Look Up | Spenser Confidential | Cocomelon | Trash Truck | Wizards: Tales of Arcadia | Documentary Now! | Blue Jay | Metallica: Some Kind of Monster | Mike Birbiglia: Thank God for Jokes | Alex Strangelove,Colin Quinn: The New York Story | 7 Days Out | Trivia Quest | FTA,37,Animation/Family
U077,"Drama, Romance, Mystery","The Movies That Made Us | The Baby-Sitters Club | The Square | Buddy Thunderstruck | The George McKenna Story | Scary Movie 5 | Transformers: War for Cybertron: Earthrise | Alexa & Katie | Nicky, Ricky, Dicky & Dawn | A Monster Calls | Shot in the Dark | Mr. Roosevelt | Killer Inside: The Mind of Aaron Hernandez | A Kid from Coney Island | Frequency | The Society | Dave Chappelle: Sticks & Stones | Beerfest | Beyond Skyline",Bert Kreischer: The Machine | Best of Stand-up 2020 | The Princess Switch: Switched Again | LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda,17,Drama/Romance
U078,Drama,"Karma's World | The OA | Dolly Parton's Heartstrings | Christmas Inheritance | Tangerine | Big Time Movie | Rebirth | Olympus Has Fallen | Birders | Spelling the Dream | The Adam Project | Minimalism: A Documentary About the Important Things | The Other One: The Long, Strange Trip of Bob Weir | Identity | Full Metal Jacket | My Teacher, My Obsession | Step Sisters | Rotten | The Haunted Hathaways",The Big Day | Trollhunters: Rise of the Titans | The Outcasts | Revelations: The Masters of the Universe: Revelation Aftershow,40,Horror/Thriller
U079,Drama,Tom Segura: Completely Normal | The Witcher | Move | All Together Now | Lingua Franca | Greenleaf | No Good Nick | Puff: Wonders of the Reef | Wu Assassins | Ash vs Evil Dead | The Main Event | My Little Pony: Equestria Girls | Mascots | Undercover Brother 2 | Christina P: Mother Inferior | Malibu Rescue | Inside the Criminal Mind | Starship Troopers | The Babysitter: Killer Queen,Strong Island | He's All That | Survivor | Life of Crime,40,Drama/Meaningful
U080,"Action, Sci-Fi",Welcome Home | There's Someone Inside Your House | My Heroes Were Cowboys | Cocaine | Manson Family Vacation | (Un)Well | Down to Earth with Zac Efron | Super Monsters and the Wish Star | Like A Rolling Stone: The Life & Times of Ben Fong-Torres | Jiu Jitsu | Pete Davidson: Alive from New York | Freddy vs. Jason | Dumplin' | Cristela Alonzo: Lower Classy | Queer Eye | What Lies Below | Anthony Jeselnik: Fire in the Maternity Ward | Hell or High Water | Paradox,Inside Bill's Brain: Decoding Bill Gates | Monty Python: Almost the Truth (The Lawyer's Cut) | Fear City: New York vs The Mafia | The Trap,43,Action/Sci-Fi
U081,Drama,"Free Birds | Struggle: The Life and Lost Art of Szukalski | Monster-in-Law | Amateur | Oh, Hello on Broadway | Winter on Fire: Ukraine's Fight for Freedom | My Girl | Unnatural Selection | Coded Bias | Annie | A New York Christmas Wedding | Chris Tucker: Live | Eagle Eye | Pup Star: Better 2Gether | Lego Bionicle: The Journey to One | My Little Pony: Friendship Is Magic | Get Organized with The Home Edit | Harith Iskander: I Told You So | Battlefish",Spectral | Shrek the Musical | The Innocence Files | Transformers: Robots In Disguise,32,Horror/Thriller
U082,"Action, Sci-Fi","The Unsettling | Another Life | The Sinner | Kate | What Happened, Miss Simone? | The Lost Husband | The White Tiger | Team Foxcatcher | Samurai Rabbit: The Usagi Chronicles | Family Reunion | The Ivory Game | Outside the Wire | Darling, Something's Wrong with Your Head | How High 2 | Public Enemies | Star Trek: Deep Space Nine | The Highwaymen | Ray Romano: Right Here, Around the Corner | Fresh, Fried & Crispy",LEGO Friends | Intrusion | Catch and Release | Maid,43,Action/Sci-Fi
U083,"Action, Crime, Thriller",Z Nation | Have a Good Trip: Adventures in Psychedelics | BoJack Horseman Christmas Special | The Haunting in Connecticut 2: Ghosts of Georgia | Ronny Chieng: Speakeasy | Cursed | Night Stalker: The Hunt for a Serial Killer | Candy Jar | Merry Happy Whatever | Made in Mexico | Quiet Victory: The Charlie Wedemeyer Story | The Car: Road to Revenge | XOXO | The Christmas Chronicles: Part Two | This Is a Robbery: The World's Biggest Art Heist | No Direction Home: Bob Dylan | The Perfect Date | Sucker Punch | Craig Ferguson: Tickle Fight,Sense8 | Extinction | Radium Girls | Let It Snow,18,Action/Crime
U084,Drama,The Confession Killer | Texas Chainsaw 3D | Living Undocumented | True Grit | Dance Dreams: Hot Chocolate Nutcracker | The Hateful Eight | Bill Hicks: One Night Stand | From One Second to the Next | Chilling Adventures of Sabrina | Jim Gaffigan: Cinco | The Week Of | Kulipari: Dream Walker | Adventures of Sonic the Hedgehog | Little Women | Worst Roommate Ever | Out Of The Clear Blue Sky | Tiffany Haddish Presents: They Ready | The Vanished | The Ryan White Story,Ugly Delicious | Brian Regan: On the Rocks | Immigration Nation | Springsteen On Broadway,38,Animation/Family
U085,"Action, Crime, Thriller",Hell Fest | Breaking Boundaries: The Science of Our Planet | Myth and Mogul: John DeLorean | The Last Samurai | This Changes Everything | Tramps | Hari Kondabolu: Warn Your Relatives | Zac & Mia | ReMastered: Devil at the Crossroads | Bert Kreischer: Secret Time | We Can Be Heroes | One on One | America: The Motion Picture | Bert Kreischer: Hey Big Boy | A Walk Among the Tombstones | Beat Bugs: All Together Now | SampleThis | Set It Up | Sinatra: All or Nothing at All,Word Party Presents: Math! | Really Love | Sarah Silverman: A Speck of Dust | Supergirl,47,Action/Crime
U086,Drama,"The Magic School Bus | The Good Cop | The Rental | Gilmore Girls | Victoria & Abdul | Just Go with It | Johnny Hallyday: Beyond Rock | Lucifer | Barbie: Big City, Big Dreams | Nightflyers | Lady Bird | Sweetheart | Frank and Cindy | Recovery Boys | The Devil All the Time | Go! Go! Cory Carson: The Chrissy | Duck Butter | Janoskians: Untold and Untrue | Skylanders Academy",Michael Lost and Found | Friendsgiving | Bullsh*t the Game Show | Disenchantment,12,Mystery/Crime
U087,"Action, Sci-Fi","Finding 'Ohana | Woodshock | Ada Twist, Scientist | The Reason I Jump | Middleditch & Schwartz | Barbra: The Music ... The Mem'ries ... The Magic! | Sam Kinison: The Scream Continues | Official Secrets | Mercy | The Queen | Nailed It! Holiday! | The Death and Life of Marsha P. Johnson | Between Two Ferns: The Movie | Home | A Babysitter's Guide to Monster Hunting | Follow This | Chambers | In Defense of a Married Man | The Thundermans",The Foreigner | Athlete A | Christmas with the Kranks | An Imperfect Murder,50,Action/Sci-Fi
U088,Drama,Charmed | Triple Frontier | Kid Cosmic | One Day at a Time | Pieces of a Woman | Results | Brent Morin: I'm Brent Morin | Awake | Charming | Great News | The Cat in the Hat Knows a Lot About That! | Yes Day | A Lion in the House | NCIS | Trolls: The Beat Goes On! | Oldboy | Jane the Virgin | Headspace Guide to Sleep | The Beguiled,Banana Split | Cop Out | Liberated: The New Sexual Revolution | War of the Worlds,52,Drama/Meaningful
U089,"Sci-Fi, Thriller","Voltron: Legendary Defender | Da 5 Bloods | Forged in Fire | The Ring | The Dragon Prince | Sharkdog | Daniel Sloss: Live Shows | Unicorn Store | War Dogs | Bo Burnham: What. | Miss Americana | LEGO Elves: Secrets of Elvendale | Savage Beauty | The Magicians | The Bleeding Edge | A Very Murray Christmas | The Mind, Explained | Love Actually | Young & Hungry",To All the Boys I've Loved Before | Naked | Bill Burr: Paper Tiger | Vir Das: Abroad Understanding,44,Sci-Fi/Thriller
U090,Drama,The Curious Creations of Christine McConnell | The Devil Next Door | The Innocent Man | Dragons: Race to the Edge | It's Bruno! | Acts of Vengeance | Jim Jefferies: This Is Me Now | Looper | Dancing with the Birds | LEGO DC Comics Super Heroes: Batman Be-Leaguered | The Game Changers | Ari Shaffir: Double Negative | Fast & Furious Spy Racers | On My Block | Sammy & Co | Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese | Downfall: The Case Against Boeing | Friends from College | Evil Genius,"Sex, Love & Goop | LEGO Friends: Girls on a Mission | Pinkfong & Baby Shark's Space Adventure | Dream/Killer",25,Mystery/Crime
U091,Drama,Open Season 2 | A Farewell to Ozark | 9to5: The Story of A Movement | Country Comfort | Becoming | FIGHTWORLD | Empire State | The Christmas Chronicles | Dad Stop Embarrassing Me - The Afterparty | The Alpinist | The Hateful Eight: Extended Version | Transformers: War for Cybertron: Siege | Seaspiracy | Little Italy | Mean Girls 2 | The Final Table | Ronny Chieng: Asian Comedian Destroys America! | Dragons: Dawn Of The Dragon Racers | The Other Side of the Wind,Bending the Arc | Roma | Inspector Gadget | Whitney Cummings: Money Shot,33,Horror/Thriller
U092,Drama,A Christmas Prince: The Royal Baby | Shimmer Lake | Kevin Hart: I'm a Grown Little Man | White Christmas | An Evening with Beverly Luff Linn | The Last Thing He Wanted | Iliza Shlesinger: Confirmed Kills | Resurface | The Haunting of Bly Manor | The Bad Batch | An Elf's Story | African Knock Out Show | Memoirs of a Geisha | The Night Clerk | Gentefied | Handsome: A Netflix Mystery Movie | DeRay Davis: How to Act Black | The Short Game | The Social Network,Bonding | The Do-Over | Girl on the Third Floor | The Water Man,15,Fantasy/Adventure
U093,"Drama, Romance, Mystery","Company of Heroes | Gypsy | The Devil's Own | Gigantosaurus | Behind Enemy Lines | Moshe Kasher: Live in Oakland | The Smurfs 2 | Kipo and the Age of Wonderbeasts | Emily in Paris | Justine | Michael Bolton's Big, Sexy Valentine's Day Special | Heist | Country Ever After | Captain Underpants: Epic Choice-o-rama | Chef's Table | A Secret Love | Jackass Presents: Bad Grandpa .5 | Bill Burr: Walk Your Way Out | Chef's Table: France",The Upshaws - The Afterparty | Nightcrawler | Resort to Love | Skin Decision: Before and After,41,Drama/Romance
U094,Drama,1922 | Rambo: Last Blood | No Escape Room | Enissa Amani: Ehrenwort | The Open House | El Chapo | The Originals | Blood of Zeus | Jailbirds New Orleans | The Magic School Bus Rides Again: The Frizz Connection | Total Recall | D.L. Hughley: Contrarian | W. Kamau Bell: Private School Negro | Scream: The TV Series | Victorious | Tiny Pretty Things | Spirit Riding Free: Spirit of Christmas | Rodney King | White Girl,"Shameless | Transformers: Cyberverse | Ron White: If You Quit Listening, I'll Shut Up | Salt Fat Acid Heat",47,Fantasy/Adventure
U095,Drama,We Are: The Brooklyn Saints | Diana: The Musical | Are You Afraid of the Dark? | The Fundamentals of Caring | London Has Fallen | Being Napoleon | My Dead Ex | Elf Pets: Santa's St. Bernards Save Christmas | Five Came Back: The Reference Films | Katt Williams: Great America | A Family Reunion Christmas | Altered Carbon | Indian Matchmaking | Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine) | Deidra & Laney Rob a Train | I'm Leaving Now | Other People | Teenage Bounty Hunters | Generation Iron 3,Kung Fu Panda Awesome Secrets | Tread | Hannibal Buress: Comedy Camisado | Blood Diamond,50,Drama/Meaningful
U096,Drama,"Resident Evil: Infinite Darkness | Larry Charles' Dangerous World of Comedy | Polar | The Mitchells vs. the Machines | The American Bible Challenge | Little Evil | Meltdown: Three Mile Island | Self/less | Loving | American Vandal | For the Love of Spock | The Witcher: Fireplace | Death at a Funeral | Manifest | Feel the Beat | Roswell, New Mexico | F is for Family | Emily's Wonder Lab | Coming Out Colton",The Princess Switch | Margin Call | Barbie & Chelsea: The Lost Birthday | Tales of the City,54,Horror/Thriller
U097,Drama,Super Monsters Save Halloween | The Brave | Colin in Black & White | Fatherhood | Black Summer | Imperial Dreams | Dare Me | Dirty Harry | Baking Impossible | Outside In | Nailed It! Spain | Ratched | Selling Sunset | Selena: The Series | Only | Sandy Wexler | Jackass: The Movie | Everything Sucks! | Rainbow Time,Shrek Forever After | Waffles + Mochi | Narcoworld: Dope Stories | A Fairly Odd Summer,40,Fantasy/Adventure
U098,"Action, Sci-Fi",The Confession Tapes | Cam | The Joel McHale Show with Joel McHale | Jimmy Carr: The Best of Ultimate Gold Greatest Hits | The Legend of Cocaine Island | Chasing Cameron | The Smurfs | Doctor Bello | All the Bright Places | Patton Oswalt: Annihilation | Barry | Sniper: Reloaded | Dawn of the Croods | SPF-18 | The Mole | Beirut | Secrets of the Saqqara Tomb | Audrey | 3 Ninjas Kick Back,Mank | You Get Me | Too Hot to Handle | Blitz Patrollie,18,Action/Sci-Fi
U099,"Drama, Romance, Mystery","Riverdale | Tallulah | Tokyo Trial | Forgive Us Our Trespasses | Crimson Peak | Mars at Sunrise | Tuca & Bertie | Sky Ladder: The Art of Cai Guo-Qiang | Wind River | Benji | Iliza Shlesinger: Unveiled | The Fairly OddParents | Blade | Captain Underpants: Mega Blissmas | Joshua: Teenager vs. Superpower | Hard Cell | Sex, Explained | Seized | I Am the Pretty Thing That Lives in the House",Unbelievable | Challenger: The Final Flight | The Imitation Game | Middle of Nowhere,12,Drama/Romance
U100,Drama,Glitch Techs | Cut Throat City | Stargate SG-1 | Zach Stone Is Gonna Be Famous | Lynne Koplitz: Hormonal Beast | Monster | Nate Bargatze: The Tennessee Kid | The Liberator | Larry the Cable Guy: Remain Seated | Million Dollar Beach House | Netflix Presents: The Characters | Styling Hollywood | Jeff Dunham: Controlled Chaos | Outlander | The Woman in the Window | Cloudy with a Chance of Meatballs 2 | American Ultra | Good on Paper | Dogs in Space,Synchronic | I Am Not Your Negro | Trollhunters: Tales of Arcadia | Jo Koy: Live from Seattle,34,Fantasy/Adventure
